images_600_bIMG_4500.JPG,262,189,338,252,screw
images_600_bIMG_4501.JPG,238,232,300,284,screw
images_600_bIMG_4502.JPG,268,226,338,279,screw
images_600_bIMG_4503.JPG,247,190,290,228,screw
images_600_bIMG_4504.JPG,240,154,293,204,screw
images_600_bIMG_4505.JPG,279,200,333,240,screw
images_600_bIMG_4506.JPG,190,147,256,201,screw
images_600_bIMG_4507.JPG,301,216,348,269,screw
images_600_bIMG_4508.JPG,207,167,261,212,screw
images_600_bIMG_4509.JPG,220,125,267,168,screw
images_600_bIMG_4509.JPG,72,357,113,396,not screw
images_600_bIMG_4510.JPG,272,274,338,322,screw
images_600_bIMG_4510.JPG,64,62,130,109,not screw
images_600_bIMG_4511.JPG,263,147,319,196,screw
images_600_bIMG_4512.JPG,375,292,430,342,screw
images_600_bIMG_4513.JPG,274,176,332,233,screw
images_600_bIMG_4513.JPG,22,37,78,88,not screw
images_600_bIMG_4514.JPG,292,212,355,264,screw
images_600_bIMG_4514.JPG,36,332,80,375,not screw
images_600_bIMG_4515.JPG,199,209,255,253,screw
images_600_bIMG_4516.JPG,215,244,263,297,screw
images_600_bIMG_4516.JPG,21,395,66,433,not screw
images_600_bIMG_4517.JPG,289,175,351,226,screw
images_600_bIMG_4518.JPG,207,201,262,247,screw
images_600_bIMG_4519.JPG,243,162,306,217,screw
images_600_bIMG_4520.JPG,418,189,471,238,screw
images_600_bIMG_4521.JPG,276,173,325,220,screw
images_600_bIMG_4522.JPG,259,208,323,264,screw
images_600_bIMG_4523.JPG,251,209,306,260,screw
images_600_bIMG_4524.JPG,284,148,336,197,screw
images_600_bIMG_4525.JPG,196,264,239,304,screw
images_600_bIMG_4526.JPG,327,231,383,280,screw
images_600_bIMG_4527.JPG,287,166,346,219,screw
images_600_bIMG_4528.JPG,276,216,332,265,screw
images_600_bIMG_4529.JPG,322,144,385,201,screw
images_600_bIMG_4530.JPG,283,219,340,272,screw
images_600_bIMG_4531.JPG,215,215,274,263,screw
images_600_bIMG_4532.JPG,258,289,321,347,screw
images_600_bIMG_4533.JPG,330,305,388,355,screw
images_600_bIMG_4534.JPG,316,176,377,225,screw
images_600_bIMG_4535.JPG,330,226,393,275,screw
images_600_bIMG_4536.JPG,424,239,493,304,screw
images_600_bIMG_4537.JPG,397,215,459,277,screw
images_600_bIMG_4538.JPG,325,212,383,263,screw
images_600_bIMG_4539.JPG,182,59,233,117,screw
images_600_bIMG_4540.JPG,288,225,334,270,screw
images_600_bIMG_4540.JPG,30,66,76,106,not screw
images_600_bIMG_4541.JPG,202,160,264,221,screw
images_600_bIMG_4542.JPG,406,188,462,247,screw
images_600_bIMG_4543.JPG,301,208,364,260,screw
images_600_bIMG_4543.JPG,431,10,483,45,not screw
images_600_bIMG_4544.JPG,293,230,334,266,screw
images_600_bIMG_4544.JPG,418,49,461,77,not screw
images_600_bIMG_4545.JPG,103,254,153,294,screw
images_600_bIMG_4546.JPG,152,144,207,185,screw
images_600_bIMG_4547.JPG,300,190,347,237,screw
images_600_bIMG_4548.JPG,301,198,368,252,screw
images_600_bIMG_4549.JPG,422,184,487,244,screw
images_600_bIMG_4549.JPG,33,32,85,81,not screw
images_600_bIMG_4550.JPG,115,68,155,118,not screw
images_600_bIMG_4550.JPG,449,202,494,250,screw
images_600_bIMG_4551.JPG,290,193,340,238,screw
images_600_bIMG_4552.JPG,412,205,465,262,screw
images_600_bIMG_4553.JPG,253,179,300,223,screw
images_600_bIMG_4554.JPG,298,191,363,246,screw
images_600_bIMG_4575.JPG,95,246,121,278,screw
images_600_bIMG_4575.JPG,172,131,196,153,not screw
images_600_bIMG_4575.JPG,428,241,456,263,screw
images_600_bIMG_4576.JPG,156,136,180,158,not screw
images_600_bIMG_4576.JPG,163,318,191,342,not screw
images_600_bIMG_4576.JPG,444,128,477,153,not screw
images_600_bIMG_4577.JPG,159,251,182,282,screw
images_600_bIMG_4577.JPG,366,120,396,146,screw
images_600_bIMG_4577.JPG,460,243,488,267,screw
images_600_bIMG_4578.JPG,83,127,111,155,screw
images_600_bIMG_4578.JPG,160,249,189,276,screw
images_600_bIMG_4578.JPG,455,120,480,147,not screw
images_600_bIMG_4578.JPG,534,260,563,282,screw
images_600_bIMG_4579.JPG,25,162,51,182,not screw
images_600_bIMG_4579.JPG,194,326,227,349,screw
images_600_bIMG_4579.JPG,291,158,322,185,not screw
images_600_bIMG_4579.JPG,553,323,583,350,not screw
images_600_bIMG_4580.JPG,284,249,314,282,not screw
images_600_bIMG_4580.JPG,437,166,467,193,screw
images_600_bIMG_4581.JPG,108,220,138,249,not screw
images_600_bIMG_4581.JPG,302,326,331,353,screw
images_600_bIMG_4581.JPG,443,233,474,262,screw
images_600_bIMG_4582.JPG,129,172,164,204,not screw
images_600_bIMG_4582.JPG,492,192,527,228,screw
images_600_bIMG_4583.JPG,130,187,163,215,not screw
images_600_bIMG_4583.JPG,341,174,372,205,not screw
images_600_bIMG_4583.JPG,494,268,529,302,screw
images_600_bIMG_4584.JPG,147,41,169,68,not screw
images_600_bIMG_4584.JPG,298,33,329,54,not screw
images_600_bIMG_4584.JPG,413,95,438,118,screw
images_600_bIMG_4723.JPG,207,29,219,41,screw
images_600_bIMG_4723.JPG,386,30,400,44,screw
